Name,Year Drafted,GP,MIN,PTS,FGM,FGA,3P Made,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,Last 5 Years?
Steven Hunter,2001,53,9.7,3.6,1.3,2.8,0,0,1,1.8,0.8,1.1,1.8,0.1,0.1,0.8,0.3,1
Loren Woods,2001,60,8.6,1.8,0.6,1.6,0,0,0.7,1,0.8,1.3,2,0.4,0.3,0.6,0.6,1
Gerald Wallace,2001,54,8,3.2,1.4,3.2,0,0.1,0.4,0.9,0.9,0.7,1.6,0.5,0.3,0.1,0.4,1
Zach Randolph,2001,41,5.8,2.8,1.2,2.6,0,0,0.4,0.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,1
Chris Porter,2000,51,22.5,8.6,3.4,8.7,0,0.1,1.8,2.8,1.7,2,3.7,1.2,0.9,0.1,1.2,0
Courtney Alexander,2000,65,21.3,9.5,3.7,8.8,0.3,0.7,1.9,2.3,0.6,1.6,2.2,1,0.7,0.1,1.1,0
Khalid El-Amin,2000,50,18.7,6.3,2.3,6.2,0.6,1.7,1.1,1.4,0.4,1.2,1.6,2.9,1,0,1.1,0
Mike Penberthy,2000,53,16.1,5,1.7,4.2,1,2.6,0.5,0.6,0.2,1,1.2,1.3,0.4,0,0.6,0
Paul McPherson,2000,55,10.8,4.8,2,3.9,0,0.2,0.8,1.1,0.7,0.7,1.4,0.7,0.5,0.1,0.8,0
Daniel Santiago,2000,54,10.8,3.1,1.2,2.5,0,0,0.8,1.1,0.6,1.2,1.9,0.2,0.3,0.4,0.9,0
Kenyon Martin,2000,68,33.4,12,5.1,11.4,0,0.2,1.8,2.8,2,5.4,7.4,1.9,1.1,1.7,2,1
Marc Jackson,2000,48,29.4,13.2,4.9,10.6,0.1,0.5,3.2,4,2.5,5,7.5,1.2,0.7,0.6,1.9,1
Mike Miller,2000,82,29.1,11.9,4.5,10.3,1.8,4.4,1.1,1.6,0.8,3.2,4,1.7,0.6,0.2,1.2,1
Darius Miles,2000,81,26.3,9.4,3.9,7.8,0,0.2,1.5,2.9,1.6,4.3,5.9,1.2,0.6,1.5,1.8,1
Morris Peterson,2000,80,22.6,9.3,3.6,8.4,0.8,2.1,1.3,1.8,1.4,1.8,3.2,1.3,0.8,0.3,1,1
Marcus Fizer,2000,72,21.9,9.5,3.9,9,0.1,0.5,1.6,2.2,1.1,3.3,4.3,1.1,0.4,0.3,1.7,1
Stephen Jackson,2000,77,21.6,8.2,3.2,7.4,0.7,2,1.3,1.8,0.5,2.2,2.7,1.8,1.1,0.2,1.7,1
Chris Mihm,2000,59,19.8,7.6,2.9,6.6,0,0,1.7,2.1,1.8,2.9,4.7,0.3,0.3,0.9,1.4,1
Desmond Mason,2000,78,19.5,5.9,2.4,5.6,0.2,0.9,0.9,1.2,0.9,2.3,3.2,0.8,0.5,0.3,0.7,1
Quentin Richardson,2000,76,17.9,8.1,3.1,6.9,0.7,2,1.3,2.1,1.4,2,3.4,0.8,0.6,0.1,0.8,1
Mark Blount,2000,64,17.2,3.9,1.6,3.1,0,0,0.7,1,1.5,2.1,3.6,0.5,0.6,1.2,1,1
Jamal Crawford,2000,61,17.2,4.6,1.8,5,0.7,1.9,0.4,0.6,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1
DerMarr Johnson,2000,78,16.8,5.1,1.9,5,0.5,1.6,0.8,1.1,0.7,1.6,2.3,0.8,0.6,0.4,1.2,1
Stromile Swift,2000,80,16.4,4.9,1.9,4.2,0,0.1,1.1,1.8,1.4,2.2,3.6,0.4,0.8,1,0.8,1
Keyon Dooling,2000,76,16.3,5.9,1.9,4.8,0.4,1.1,1.6,2.4,0.1,1.1,1.2,2.3,0.5,0.1,1.2,1
Mateen Cleaves,2000,78,16.3,5.4,2.1,5.1,0.1,0.2,1.2,1.8,0.3,1.4,1.7,2.7,0.6,0,1.8,1
Lee Nailon,2000,42,11.2,3.9,1.6,3.2,0,0,0.8,1,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1
Eddie House,2000,50,11,5,2.1,4.9,0.4,1.1,0.5,0.7,0.1,0.7,0.8,1,0.3,0,0.7,1
Mark Madsen,2000,70,9.2,2,0.8,1.6,0,0,0.4,0.5,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1
DeShawn Stevenson,2000,40,7.3,2.2,0.8,2.3,0,0.3,0.7,1,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1
Vonteego Cummings,1999,75,23.9,9.4,3.5,8.7,0.7,2,1.7,2.3,0.8,1.7,2.5,3.3,1.2,0.2,1.8,0
Chris Herren,1999,45,13.3,3.1,1,2.8,0.5,1.5,0.6,0.9,0.3,0.9,1.2,2.5,0.3,0,0.9,0
Quincy Lewis,1999,74,12.1,3.8,1.5,4,0.3,0.9,0.5,0.7,0.6,0.9,1.5,0.5,0.3,0.2,0.6,0
Cal Bowdler,1999,46,9.2,2.7,1.1,2.5,0,0,0.5,0.8,0.5,1.4,1.8,0.3,0.3,0.2,0.5,0
Roy Rogers,1999,40,8.9,2.2,0.9,2.2,0,0,0.5,1,0.8,1.2,2,0.2,0.1,0.9,0.3,0
William Avery,1999,59,8.2,2.6,0.9,3.1,0.3,1.1,0.4,0.6,0.1,0.5,0.7,1.5,0.2,0,0.7,0
Lari Ketner,1999,22,6,1.5,0.6,1.5,0,0,0.4,0.5,0.5,1,1.5,0,0.2,0.1,0.5,0
Elton Brand,1999,81,37,20.1,7.8,16.1,0,0,4.5,6.6,4.3,5.7,10,1.9,0.8,1.6,2.8,1
Lamar Odom,1999,76,36.4,16.6,5.9,13.5,0.8,2.2,4,5.5,2.1,5.7,7.8,4.2,1.2,1.3,3.4,1
Steve Francis,1999,77,36.1,18,6.5,14.5,1.4,4,3.7,4.7,2,3.3,5.3,6.6,1.5,0.4,4,1
Metta World Peace,1999,72,31.1,12,4.3,10.5,0.8,2.7,2.6,3.9,0.9,3.4,4.3,2.8,1.6,0.5,2.3,1
Adrian Griffin,1999,72,26.8,6.7,2.4,5.7,0.2,0.8,1.7,2.2,1.8,3.4,5.2,2.5,1.6,0.2,1.3,1
Andre Miller,1999,82,25.5,11.1,4.1,9.2,0.1,0.6,2.8,3.6,1,2.4,3.4,5.8,1,0.2,2,1
James Posey,1999,81,25.3,8.2,2.8,6.6,1,2.7,1.5,1.9,1,2.9,3.9,1.8,1.2,0.4,1.2,1
Kenny Thomas,1999,72,25,8.3,2.9,7.4,0.4,1.7,1.9,2.9,2,4,6.1,1.6,0.8,0.3,1.6,1
Shawn Marion,1999,51,24.7,10.2,4.4,9.2,0.1,0.4,1.4,1.7,2.1,4.5,6.5,1.4,0.8,1,1,1
Anthony Carter,1999,79,23.5,6.3,2.5,6.4,0,0.3,1.2,1.6,0.6,1.9,2.5,4.8,1.2,0.1,2.2,1
Jason Terry,1999,81,23.3,8.1,3.1,7.4,0.6,1.9,1.4,1.7,0.3,1.8,2,4.3,1.1,0.1,1.9,1
Chucky Atkins,1999,82,19.8,9.5,3.8,9,0.7,2,1.2,1.6,0.2,1.3,1.5,3.7,0.6,0,1.7,1
Richard Hamilton,1999,71,19.3,9,3.6,8.5,0.4,1.1,1.5,1.9,0.5,1.3,1.8,1.5,0.4,0.1,1.2,1
Greg Buckner,1999,48,19.2,5.7,2.3,4.9,0.2,0.5,0.9,1.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,1
Baron Davis,1999,82,18.6,5.9,2.2,5.3,0.3,1.4,1.2,1.9,0.6,1.4,2,3.8,1.2,0.2,1.7,1
Corey Maggette,1999,77,17.8,8.4,2.9,6.1,0,0.1,2.5,3.4,1.6,2.3,3.9,0.8,0.3,0.3,1.8,1
Eddie Robinson,1999,67,16.6,7,3.2,5.8,0,0.1,0.7,1,0.8,1.9,2.7,0.5,0.7,0.4,0.6,1
Michael Ruffin,1999,71,13.7,2.2,0.8,1.9,0,0,0.6,1.2,1.6,1.9,3.5,0.6,0.4,0.4,0.8,1
Ryan Bowen,1999,52,11.3,2.5,0.9,2.3,0,0.2,0.7,1,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1
Scott Padgett,1999,47,9.2,2.6,0.9,3,0.3,0.9,0.4,0.6,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1
Milt Palacio,1999,53,7.4,2,0.8,1.8,0,0,0.4,0.7,0.3,0.6,1,0.9,0.4,0,0.8,1
Devean George,1999,49,7,3.2,1.1,2.9,0.3,1,0.6,0.8,0.6,0.9,1.5,0.2,0.2,0.1,0.4,1
Tyrone Nesby,1998,50,25.8,10.1,3.6,8.1,0.7,1.9,2.1,2.7,1.1,2.4,3.5,1.6,1.5,0.4,1.1,0
Cory Carr,1998,42,14.9,4.1,1.7,5.1,0.1,0.7,0.6,0.8,0.2,1,1.2,1.6,0.5,0.2,1.1,0
J.R. Henderson,1998,30,11,3.2,1.2,3.2,0.1,0.2,0.8,1.5,0.7,0.9,1.6,0.7,0.3,0.1,0.6,0
Corey Benjamin,1998,31,10.3,3.8,1.4,3.8,0.1,0.5,0.9,1.3,0.5,0.8,1.3,0.3,0.3,0.3,0.7,0
Roshown McLeod,1998,34,10.2,4.8,1.8,4.8,0,0.3,1.1,1.3,0.4,1.1,1.5,0.4,0.1,0,0.7,0
Toby Bailey,1998,27,9.2,2.9,1.3,3.2,0,0.2,0.3,0.5,0.9,1.1,2,0.5,0.3,0.1,0.4,0
Marlon Garnett,1998,24,8.5,2.1,0.6,2.1,0.3,1,0.6,0.8,0.1,0.8,0.9,0.8,0.2,0,0.5,0
Andrae Patterson,1998,35,8.1,3.3,1.2,2.8,0,0.1,0.8,1,0.9,1,1.9,0.4,0.5,0.2,0.6,0
Gerald Brown,1998,33,7.2,2.4,1,2.7,0.1,0.3,0.3,0.4,0.2,0.5,0.7,0.9,0.1,0,0.7,0
Jason Williams,1998,50,36.1,12.8,4.6,12.3,2,6.5,1.6,2.1,0.3,2.8,3.1,6,1.9,0,2.9,1
Vince Carter,1998,50,35.2,18.3,6.9,15.3,0.4,1.3,4.1,5.4,1.9,3.8,5.7,3,1.1,1.5,2.2,1
Mike Bibby,1998,50,35.2,13.2,5.2,12.1,0.3,1.5,2.5,3.4,0.6,2.1,2.7,6.5,1.6,0.1,2.9,1
Paul Pierce,1998,48,34,16.5,5.9,13.5,1.8,4.3,2.9,4.1,2.4,4,6.4,2.4,1.7,1,2.4,1
Michael Dickerson,1998,50,31.2,10.9,4.3,9.2,1.4,3.3,0.9,1.4,0.5,1.1,1.7,1.9,0.5,0.2,1.3,1
Jamie Feick,1998,28,30.4,6.3,2.4,4.8,0,0,1.5,2.1,4,6.3,10.3,0.9,0.9,0.6,1.2,1
Cuttino Mobley,1998,49,29.7,9.9,3.5,8.3,1.1,3,1.8,2.2,0.4,1.8,2.3,2.5,0.9,0.5,1.6,1
Antawn Jamison,1998,47,22.5,9.6,3.8,8.4,0.1,0.2,1.9,3.3,2.8,3.6,6.4,0.7,0.8,0.3,1.4,1
Matt Harpring,1998,50,22.3,8.2,3,6.4,0.2,0.5,2,2.9,1.8,2.5,4.3,0.9,0.6,0.1,1.5,1
Larry Hughes,1998,50,19.8,9.1,3.4,8.3,0.2,1,2.1,3,1.7,2.1,3.8,1.5,0.9,0.3,1.4,1
Robert Traylor,1998,49,16,5.3,2.2,4.1,0,0,0.9,1.6,1.6,2.1,3.7,0.8,0.9,0.9,0.9,1
Michael Doleac,1998,49,15.9,6.2,2.6,5.4,0,0,1.1,1.6,1.3,1.7,3,0.4,0.4,0.3,0.5,1
Keon Clark,1998,28,14.6,3.3,1.3,2.9,0,0,0.8,1.3,1.3,2.1,3.4,0.4,0.4,1.1,0.8,1
Damon Jones,1998,24,14.3,5.2,1.8,5,1,2.6,0.6,0.7,0.3,1.6,1.8,1.8,0.5,0,0.7,1
Pat Garrity,1998,39,13.8,5.6,2.2,4.4,0.2,0.5,1,1.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,1
Bryce Drew,1998,34,13,3.5,1.4,3.8,0.5,1.4,0.2,0.2,0.1,0.9,0.9,1.5,0.3,0.1,0.9,1
Jelani McCoy,1998,26,12.7,5.1,2.2,2.9,0,0,0.8,1.6,1,2,3,0.2,0.4,0.8,0.4,1
Brad Miller,1998,38,12.3,6.3,2.1,3.6,0,0.1,2.1,2.7,0.9,2.2,3.1,0.6,0.2,0.5,0.8,1
Ricky Davis,1998,46,12.1,4.5,1.8,4.3,0,0.3,1,1.3,0.9,1,1.8,1.3,0.7,0.1,1.2,1
Earl Boykins,1998,22,10,3,1.4,3.6,0.1,0.8,0.1,0.1,0.3,0.5,0.8,1.5,0.3,0,0.9,1
Ruben Patterson,1998,24,6,2.7,0.9,2.1,0,0.3,0.9,1.3,0.7,0.5,1.3,0.1,0.2,0.1,0.5,1
Nazr Mohammed,1998,26,4.7,1.6,0.6,1.6,0,0,0.5,0.8,0.7,0.7,1.4,0.1,0.2,0.1,0.5,1
Eric Washington,1997,66,23.3,7.7,3,7.5,0.7,2.1,1,1.3,0.7,1.2,1.9,1.2,0.8,0.4,1.1,0
Rodrick Rhodes,1997,58,18.4,5.8,1.9,5.3,0,0.1,1.9,3.1,0.5,0.7,1.2,1.9,1.1,0.2,1.7,0
Jerald Honeycutt,1997,38,13.9,6.4,2.4,5.8,0.8,2,0.9,1.5,0.7,1.7,2.4,0.9,0.5,0.2,1.3,0
Keith Closs,1997,58,12.8,4,1.6,3.6,0,0,0.8,1.3,1.1,1.8,2.9,0.3,0.2,1.4,0.7,0
Bubba Wells,1997,39,10.1,3.3,1.2,3,0,0.2,0.8,1.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,0
Travis Williams,1997,39,9.4,3.5,1.4,3.1,0,0,0.6,1.2,1.4,1,2.4,0.5,0.5,0.1,0.8,0
Chris Garner,1997,38,7.7,1.4,0.6,1.8,0.1,0.4,0.1,0.2,0.2,0.4,0.6,1.2,0.6,0.1,0.7,0
Keith Van Horn,1997,62,37.5,19.7,7.2,16.9,1.1,3.6,4.2,4.9,2.3,4.3,6.6,1.7,1,0.4,2.6,1
Ron Mercer,1997,80,33.3,15.3,6.4,14.3,0,0.4,2.4,2.8,1.4,2.1,3.5,2.2,1.6,0.2,1.6,1
Brevin Knight,1997,80,31,9,3.3,7.4,0,0.1,2.5,3.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,1
Cedric Henderson,1997,82,30.8,10.1,4.2,8.8,0,0,1.7,2.3,0.9,3.1,4,2,1.2,0.6,2,1
Bobby Jackson,1997,68,30,11.6,4.6,11.6,0.3,1.2,2.2,2.7,1.1,3.3,4.4,4.7,1.5,0.2,2.7,1
Anthony Johnson,1997,77,29.4,7.5,2.9,7.9,0.5,1.7,1,1.4,0.7,1.6,2.2,4.3,0.8,0.1,1.6,1
Derek Anderson,1997,66,27.9,11.7,3.6,8.9,0.3,1.3,4.2,4.8,0.8,2,2.8,3.4,1.3,0.2,1.9,1
Chauncey Billups,1997,80,27.7,11.2,3.5,9.4,1.3,4.1,2.8,3.3,0.8,1.6,2.4,3.9,1.3,0.1,2.2,1
Antonio Daniels,1997,74,26.4,7.8,3.1,7.4,0.1,0.7,1.5,2.3,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1
Tony Battie,1997,65,23.2,8.4,3.6,8.1,0,0.2,1.1,1.6,2.1,3.3,5.4,0.9,0.8,1.1,1.5,1
Tim Thomas,1997,77,23.1,11,4,8.9,0.8,2.2,2.2,3,1.4,2.4,3.7,1.2,0.7,0.2,1.5,1
Danny Fortson,1997,80,22.6,10.2,3.5,7.6,0,0,3.3,4.2,2.3,3.3,5.6,1,0.6,0.4,2,1
Maurice Taylor,1997,71,21.3,11.5,4.5,9.5,0,0,2.4,3.4,1.7,2.5,4.2,0.7,0.5,0.6,1.5,1
Lawrence Funderburke,1997,52,21,9.5,3.7,7.5,0,0.1,2.1,3.1,1.5,3,4.5,1.2,0.4,0.3,1.2,1
Alvin Williams,1997,54,19.8,6,2.3,5.2,0.2,0.5,1.2,1.7,0.4,1.1,1.5,1.9,0.7,0.1,1.1,1
Tracy McGrady,1997,64,18.4,7,2.8,6.2,0.2,0.6,1.2,1.7,1.6,2.6,4.2,1.5,0.8,0.9,1,1
Rick Brunson,1997,38,16.4,4.3,1.3,3.7,0.6,1.6,1.1,1.6,0.4,1.1,1.5,2.6,0.7,0.1,1.4,1
Kelvin Cato,1997,74,13.6,3.8,1.3,3.1,0,0,1.2,1.7,1.2,2.2,3.4,0.3,0.4,1.3,0.6,1
Kevin Ollie,1997,35,12.3,3.5,1.1,2.8,0,0,1.4,2,0.3,0.9,1.1,1.9,0.4,0,1.3,1
John Thomas,1997,54,9.9,2.8,1,2.1,0,0,0.8,1,0.9,1.1,2,0.3,0.4,0.2,0.8,1
Jacque Vaughn,1997,45,9.3,3.1,1,2.7,0.1,0.2,1.1,1.5,0.1,0.8,0.8,1.9,0.2,0,1.2,1
Charles Smith,1997,34,8.6,3.5,1.4,3.7,0.4,1.4,0.2,0.3,0.4,0.4,0.8,0.6,0.3,0.2,0.8,1
Chris Crawford,1997,40,6.4,3.8,1.2,2.8,0,0.1,1.4,1.7,0.5,0.5,1,0.2,0.3,0.2,0.5,1
Anthony Parker,1997,37,5.3,1.9,0.7,1.7,0.2,0.8,0.4,0.5,0.2,0.5,0.7,0.5,0.3,0.1,0.3,1
Chris Robinson,1996,41,16.6,4.6,1.7,4.4,0.8,2.2,0.4,0.6,0.6,1.2,1.7,1.6,0.7,0.2,0.8,0
Ray Owes,1996,57,10.4,3.1,1.3,3.2,0,0.1,0.5,0.8,1.1,1.7,2.9,0.3,0.3,0.3,0.4,0
Brett Szabo,1996,70,9.5,2.2,0.8,1.7,0,0,0.6,0.9,0.8,1.6,2.4,0.2,0.2,0.5,0.6,0
Steve Hamer,1996,35,7.7,2.2,0.9,1.6,0,0.1,0.5,0.8,0.5,1.2,1.7,0.2,0.1,0.1,0.4,0
Priest Lauderdale,1996,35,5.1,3.2,1.4,2.5,0,0,0.4,0.7,0.5,0.8,1.2,0.3,0,0.3,1.1,0
Kerry Kittles,1996,82,36.7,16.4,6.2,14.5,1.9,5.1,2.1,2.8,1.3,2.6,3.9,3,1.9,0.4,1.6,1
Antoine Walker,1996,82,36.2,17.5,7,16.5,0.6,1.9,2.8,4.5,3.5,5.5,9,3.2,1.3,0.7,2.8,1
Shareef Abdur-Rahim,1996,80,35,18.7,6.9,15.2,0.1,0.3,4.8,6.5,2.7,4.2,6.9,2.2,1,1,2.8,1
Stephon Marbury,1996,67,34.7,15.8,5.3,13,1.5,4.3,3.7,5,0.8,1.9,2.7,7.8,1,0.3,3.1,1
Ray Allen,1996,82,30.9,13.4,4.8,11.1,1.4,3.6,2.5,3,1.2,2.8,4,2.6,0.9,0.1,1.8,1
Marcus Camby,1996,63,30.1,14.8,6,12.3,0,0.2,2.9,4.2,2.1,4.2,6.3,1.5,1.1,2.1,2.1,1
Matt Maloney,1996,82,29.1,9.4,3.3,7.5,1.9,4.6,0.9,1.1,0.2,1.7,2,3.7,1,0,1.5,1
Lorenzen Wright,1996,77,25.1,7.3,3.1,6.4,0,0.1,1.1,1.9,2.7,3.4,6.1,0.6,0.6,0.8,1,1
Dean Garrett,1996,68,24.5,8,3.3,5.7,0,0,1.4,2,2.2,5.1,7.3,0.6,0.6,1.4,0.5,1
Shandon Anderson,1996,65,16.4,5.9,2.3,4.9,0.4,0.7,1,1.5,0.8,2,2.8,0.8,0.4,0.1,1.1,1
Travis Knight,1996,71,16.3,4.8,2,3.9,0,0,0.9,1.4,1.8,2.7,4.5,0.5,0.4,0.8,0.7,1
Kobe Bryant,1996,71,15.5,7.6,2.5,5.9,0.7,1.9,1.9,2.3,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1
Randy Livingston,1996,64,15.3,3.9,1.6,3.6,0.1,0.3,0.7,1,0.5,1,1.5,2.4,0.6,0.2,1.6,1
Jamie Feick,1996,41,15.2,3.7,1.4,3.8,0.1,0.3,0.8,1.6,2,3.2,5.2,0.6,0.4,0.3,0.8,1
Othella Harrington,1996,57,15.1,4.8,2,3.6,0,0.1,0.9,1.4,1.3,2.2,3.5,0.3,0.2,0.4,1,1
Erick Dampier,1996,72,14.6,5.1,1.8,4.7,0,0,1.5,2.3,1.3,2.8,4.1,0.6,0.3,1,1.2,1
Tony Delk,1996,61,14.2,5.4,2,4.2,0.9,1.8,0.7,0.8,0.5,1.1,1.6,1.6,0.6,0.1,1.1,1
Samaki Walker,1996,43,14,5,1.9,4.3,0,0,1.1,1.7,1.1,2.3,3.4,0.4,0.3,0.5,0.9,1
Todd Fuller,1996,75,12.7,4.1,1.5,3.5,0,0,1,1.5,1.4,1.9,3.3,0.3,0.1,0.3,0.7,1
John Wallace,1996,68,11.6,4.8,1.8,3.5,0,0.1,1.2,1.6,0.8,1.5,2.3,0.5,0.3,0.4,1.1,1
Derek Fisher,1996,80,11.5,3.9,1.3,3.3,0.3,0.9,1,1.5,0.3,0.9,1.2,1.5,0.5,0.1,0.9,1
Jermaine O'Neal,1996,45,10.2,4.1,1.5,3.4,0,0,1,1.7,0.9,1.9,2.8,0.2,0,0.6,0.6,1
Malik Rose,1996,54,9.7,3,1.1,2.4,0,0,0.7,1.1,1.3,1.7,3,0.6,0.5,0.3,0.8,1
Darvin Ham,1996,36,8.8,2.3,0.9,1.7,0,0,0.5,1,0.8,0.8,1.6,0.4,0.3,0.2,0.6,1
Walter McCarty,1996,35,5.5,1.8,0.7,1.9,0.1,0.4,0.2,0.4,0.2,0.4,0.7,0.4,0.2,0.3,0.5,1
Tyus Edney,1995,80,31,10.8,3.8,9.3,0.7,1.8,2.5,3.2,0.8,1.7,2.5,6.1,1.1,0,2.4,0
Ashraf Amaya,1995,54,20.4,6.3,2.2,4.7,0,0,1.8,2.8,2.1,3.5,5.6,0.6,0.4,0.2,1.1,0
Loren Meyer,1995,72,17.6,5,2,4.6,0,0.2,1,1.4,1.6,2.8,4.4,0.8,0.3,0.4,0.9,0
Jimmy King,1995,62,14,4.5,1.8,4.1,0.1,0.5,0.9,1.2,0.7,1.1,1.8,1.4,0.3,0.2,1,0
Shawn Respert,1995,62,13.6,4.9,1.8,4.7,0.7,2,0.6,0.7,0.5,0.7,1.2,1.1,0.5,0.1,0.7,0
Lawrence Moten,1995,44,13,6.6,2.5,5.6,0.4,1.3,1.1,1.7,0.8,0.6,1.4,1.1,0.7,0.2,1,0
Terrence Rencher,1995,36,11.3,2.9,0.9,2.8,0.3,0.8,0.9,1.3,0.3,1,1.2,1.5,0.4,0.1,1.2,0
Jerome Allen,1995,41,8.8,2.6,0.9,2.6,0.2,0.8,0.6,0.9,0.1,0.5,0.6,1.2,0.5,0.1,0.8,0
Junior Burrough,1995,61,8.1,3.1,1,2.8,0,0,1,1.5,0.7,1,1.8,0.2,0.3,0.2,0.7,0
Lou Roe,1995,49,7.6,1.8,0.7,1.8,0,0.2,0.5,0.7,0.6,1,1.6,0.3,0.2,0.2,0.3,0
Marques Bragg,1995,53,7,2.5,1,2.3,0,0,0.4,0.8,0.7,0.8,1.5,0.2,0.3,0.1,0.5,0
Todd Mundt,1995,33,4.6,1.1,0.5,1.2,0,0,0.2,0.2,0.3,0.5,0.8,0.1,0.1,0.1,0.1,0
Damon Stoudamire,1995,70,40.9,19,6.9,16.1,1.9,4.8,3.4,4.2,0.8,3.2,4,9.3,1.4,0.3,3.8,1
Michael Finley,1995,82,39.2,15,5.7,11.9,0.7,2.3,3,3.9,1.7,2.9,4.6,3.5,1,0.4,1.6,1
Jerry Stackhouse,1995,72,37.5,19.2,6.3,15.2,1.3,4.1,5.4,7.2,1.3,2.4,3.7,3.9,1.1,1.1,3.5,1
Joe Smith,1995,82,34.4,15.3,5.7,12.5,0.1,0.3,3.7,4.8,3.7,5.1,8.7,1,1,1.6,1.7,1
Bryant Reeves,1995,77,31.9,13.3,5.2,11.4,0,0,2.8,3.9,2.3,5.1,7.4,1.4,0.6,0.7,2,1
Antonio McDyess,1995,76,30,13.4,5.6,11.6,0,0.1,2.2,3.2,3,4.5,7.5,1,0.7,1.5,2,1
Kevin Garnett,1995,80,28.7,10.4,4.5,9.2,0.1,0.4,1.3,1.9,2.2,4.1,6.3,1.8,1.1,1.6,1.4,1
Rasheed Wallace,1995,65,27.5,10.1,4.2,8.7,0.4,1.3,1.2,1.8,1.4,3.2,4.7,1.3,0.7,0.8,1.6,1
Brent Barry,1995,79,24,10.1,3.6,7.6,1.6,3.7,1.4,1.7,0.5,1.6,2.1,2.9,1.2,0.3,1.5,1
Eric Williams,1995,64,23,10.7,3.8,8.5,0,0.2,3.1,4.7,1.4,2,3.4,1.1,0.9,0.2,1.4,1
Kurt Thomas,1995,74,22.4,9,3.7,7.4,0,0,1.6,2.4,1.6,4.3,5.9,0.6,0.6,0.5,1.3,1
Alan Henderson,1995,79,17.9,6.4,2.4,5.5,0,0,1.5,2.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,1
Gary Trent,1995,69,17.7,7.5,3.2,6.2,0,0.1,1.1,2,1.2,2.2,3.4,0.7,0.4,0.2,1.3,1
Theo Ratliff,1995,75,17.4,4.5,1.7,3.1,0,0,1.1,1.6,1.5,2.5,4,0.2,0.2,1.6,0.8,1
Anthony Goldwire,1995,42,14.8,5.5,1.8,4.5,0.8,2,1.1,1.4,0.2,0.8,1,2.7,0.4,0,1.5,1
Bob Sura,1995,79,14.6,5.3,1.9,4.6,0.3,1,1.3,1.8,0.4,1.3,1.7,2.9,0.7,0.3,1.5,1
Don Reid,1995,69,14.4,3.8,1.5,2.7,0,0,0.7,1.1,1.1,1.8,2.9,0.2,0.7,0.6,0.6,1
Cherokee Parks,1995,64,13.6,3.9,1.6,3.9,0.1,0.4,0.6,1,1,2.3,3.4,0.5,0.4,0.5,0.5,1
Greg Ostertag,1995,57,11.6,3.6,1.5,3.2,0,0,0.6,0.9,1,2.1,3.1,0.1,0.1,1.1,0.4,1
Corliss Williamson,1995,53,11.5,5.6,2.4,5.1,0,0.1,0.9,1.6,1.1,1.1,2.2,0.4,0.2,0.2,1.4,1
Mark Davis,1995,57,10,3.3,1,2.6,0.1,0.2,1.3,2,1,1.2,2.2,0.8,0.7,0.4,1.2,1
Chris Carr,1995,60,9.8,4,1.5,3.6,0.2,0.7,0.8,1,0.5,1.3,1.7,0.7,0.2,0.1,0.7,1
Travis Best,1995,59,9.7,3.7,1.2,2.8,0.1,0.4,1.3,1.5,0.2,0.6,0.7,1.6,0.3,0.1,1.1,1
Jason Caffey,1995,57,9.6,3.2,1.2,2.8,0,0,0.7,1.2,0.9,1.1,1.9,0.4,0.2,0.1,0.8,1
Cory Alexander,1995,60,9.3,2.8,1.1,2.6,0.4,1.1,0.3,0.4,0.2,0.6,0.7,2,0.5,0,1.1,1
Eric Snow,1995,43,9,2.7,1,2.3,0,0.2,0.7,1.1,0.2,0.8,1,1.7,0.7,0,0.9,1
Glenn Robinson,1994,80,37,21.9,8,17.6,1.1,3.4,5,6.2,2.1,4.3,6.4,2.5,1.4,0.3,3.9,0
Sharone Wright,1994,79,25.9,11.4,4.6,9.8,0,0.1,2.3,3.6,2.4,3.6,6,0.6,0.5,1.3,1.9,0
Clifford Rozier,1994,66,22.6,6.8,2.9,5.9,0,0.1,1,2.3,3,4.3,7.4,0.7,0.5,0.6,1.4,0
Michael Smith,1994,82,21.2,6.9,2.7,5,0,0,1.5,3.2,2.1,3.8,5.9,0.8,0.7,0.6,1.3,0
Ryan Lorthridge,1994,37,18.2,7.4,2.9,6,0.1,0.4,1.5,2.4,0.6,1.3,1.9,2.7,0.8,0,1.5,0
Derrick Alston,1994,64,16.1,4.7,1.9,4,0,0.1,0.9,1.9,1.5,1.9,3.4,0.5,0.6,0.6,0.8,0
